  Text    Label
------  -------
   961        1
   236        1
   151        1
   802        1
   180        1
   260        1
   897        1
   776        1
   620        1
   649        1
   553        1
   195        1
   501        1
   520        1
   240        1
   666        1
   455        1
   799        1
   287        1
   423        1
   586        1
   538        1
   674        1
   984        1
   801        1
   943        1
   956        1
   662        1
   534        1
   990        1
   632        1
   328        1
   669        1
   533        1
   988        1
   290        1
   310        1
   805        1
   323        1
   215        1
   379        1
   379        1
   227        1
   508        1
   371        1
   233        1
   635        1
   820        1
   983        1
   311        1
