Text      Label
------  -------
61            1
84            1
62            1
62            1
48            1
66            1
+ 6           1
9             1
+ 8           1
3             1
79            1
46            1
51            1
68            1
56            1
21            1
+ 9           1
8             1
+9            1
6             1
31            1
74            1
76            1
35            1
56            1
94            1
+ 8           1
+9            1
+9            1
+ 6           1
+4            1
35            1
63            1
59            1
35            1
61            1
16            1
+ 5           1
5             1
+9            1
+ 8           1
9             1
72            1
58            1
78            1
44            1
87            1
18            1
+ 2           1
+ 3           1
+ 8           1
+ 8           1
+4            1
25            1
29            1
38            1
92            1
88            1
17            1
+ 8           1
+9            1
_             1
9             1
18            1
38            1
77            1
57            1
14            1
37            1
+ 5           1
+ 3           1
+ 8           1
+ 3           1
