Text      Label
------  -------
s2            1
G}e           1
a|"           1
-5"_          1
are           1
gL            1
al            1
=             1
Gu            1
n2            1
              1
251           1
ne            1
si            1
-_574         1
-&            1
              1
=_            1
a             1
r1            1
927           1
#;"           1
#23           1
72            1
-e8           1
193           1
-S2           1
aj            1
4152          1
=             1
534=2         1
3ee           1
211           1
oens          1
lu            1
Io5           1
81            1
D             1
l3            1
an_           1
38=           1
34            1
              1
34511         1
81_           1
6#3           1
870           1
7             1
}g            1
-48:          1
_u            1
_u_           1
77            1
al            1
2%6           1
L2            1
2u            1
