Text      Label
------  -------
1234          1
2122          1
1642          1
1742          1
2343          1
1343          1
2352          1
1093          1
3451          1
1245          1
1245          1
5673          1
1432          1
2412          1
524           1
356           1
2091          1
1342          1
1952          1
3291          1
1602          1
1532          1
1301          1
1556          1
2415          1
3452          1
3421          1
2098          1
1425          1
3201          1
+ 5623        1
5409          1
5642          1
1431          1
1431          1
4641          1
2362          1
2065          1
2450          1
2350          1
1085          1
3290          1
2189          1
4523          1
3215          1
350           1
1560          1
250           1
