Text      Label
------  -------
2             1
5             1
3             1
5             1
1             1
2             1
3             1
4             1
1             1
F             1
7             1
4             1
5             1
1             1
1             1
0             1
5             1
6             1
4             1
+             1
f             1
f             1
5             1
3             1
3             1
              1
3             1
4             1
f             1
f             1
:             1
2             1
5             1
1             1
3             1
1             1
6             1
+             1
+             1
3             1
6             1
1             1
8             1
7             1
4             1
1             1
