Text      Label
------  -------
14            1
9 8           1
+1            1
53            1
3 3           1
36            1
21            1
+44           1
+             1
+             1
21            1
51            1
65            1
47            1
2             1
22            1
12            1
12            1
11            1
2             1
T             1
16            1
32            1
14            1
5             1
2             1
44            1
32            1
43            1
+76           1
41            1
+             1
+             1
+             1
23            1
13            1
71            1
84            1
33            1
+45           1
+62           1
1             1
+             1
f             1
+             1
63            1
15            1
22            1
4             1
53            1
+5            1
1             1
+4            1
+4            1
+             1
+             1
11            1
76            1
43            1
_             1
4             1
3 8           1
12            1
12            1
+48           1
+2            1
+             1
f             1
31            1
82            1
2             1
31            1
33            1
13            1
+5            1
+ 52          1
F             1
