Text      Label
------  -------
12            1
12            1
12            1
11            1
11            1
11            1
1             1
_             1
10            1
10            1
10            1
2             1
2             1
2             1
3             1
3             1
9             1
9             1
3             1
8             1
8             1
8             1
5             1
5             1
12            1
11            1
11            1
11            1
1             1
10            1
10            1
10            1
2             1
2             1
9             1
9             1
3             1
8             1
8             1
8             1
5             1
5             1
5             1
