Text      Label
------  -------
3             1
+ 12          1
13            1
+ 12          1
2             1
+i            1
+2            1
+ 5           1
+ 10          1
15            1
+ 14          1
+ 12          1
+ 15          1
8             1
13            1
+ 13          1
+i            1
+2+ ;         1
15            1
+ 15          1
+ 13          1
+ 14          1
53            1
              1
+13           1
+ 7           1
+ 5           1
+ 15          1
+ 15          1
6             1
+ 12          1
+B            1
