Text              Label
--------------  -------
Name:                 0
Score                 0
Teacher               0
Date                  0
947                   1
919                   1
686                   1
653                   1
865                   1
128                   1
431                   1
+ 295                 1
211                   1
+ 457                 1
316                   1
+ 872                 1
413                   1
696                   1
248                   1
305                   1
937                   1
507                   1
225                   1
297                   1
+ 791                 1
+ 165                 1
604                   1
115                   1
508                   1
524                   1
191                   1
168                   1
843                   1
877                   1
194                   1
+ 532                 1
668                   1
+ 528                 1
+ 132                 1
+ 741                 1
792                   1
793                   1
596                   1
525                   1
812                   1
813                   1
126                   1
+910                  1
+ 535                 1
+ 833                 1
490                   1
671                   1
Math-Aids. Com        0
